Time,Rack,Treatment,Side,TillerPhotoRank,Tiller,Score,Type,dupTreatment,Notes
30,15,No Shelter,B,5,5,2,dup,sterile,
30,15,No Shelter,B,6,6,3,dup,,
30,15,No Shelter,B,7,7,2,,,
30,15,No Shelter,B,8,8,1,dup,,
30,15,No Shelter,B,9,9,1,dup,sterile,
30,15,No Shelter,B,10,10,1,dup,,
30,16,Shade,F,1,1,3,dup,sterile,
30,16,Shade,F,2,2,3,,,
30,16,Shade,F,3,3,3,,,
30,16,Shade,F,4,4,3,dup,sterile,
30,16,Shade,F,5,5,4,,,
30,16,Shade,F,6,6,2,dup,,
30,16,Shade,F,7,7,4,,,
30,16,Shade,F,8,8,3,dup,,
30,16,Shade,F,9,9,3,dup,,
30,16,Shade,F,10,10,3,dup,,
30,16,Shade,B,1,1,2,dup,sterile,
30,16,Shade,B,2,2,3,,,
30,16,Shade,B,3,3,3,,,
30,16,Shade,B,4,4,2,dup,sterile,
30,16,Shade,B,5,5,3,,,
30,16,Shade,B,6,6,2,dup,,
30,16,Shade,B,7,7,3,,,
30,16,Shade,B,8,8,2,dup,,
30,16,Shade,B,9,9,1,dup,,
30,16,Shade,B,10,10,2,dup,,
30,17,UVblock,F,1,1,3,dup,,
30,17,UVblock,F,2,2,3,dup,,
30,17,UVblock,F,3,3,5,,,
30,17,UVblock,F,4,4,3,dup,sterile,
30,17,UVblock,F,5,5,4,,,
30,17,UVblock,F,6,6,3,,,
30,17,UVblock,F,7,7,2,dup,sterile,
30,17,UVblock,F,8,8,3,dup,,
30,17,UVblock,F,9,9,1,dup,,
30,17,UVblock,F,10,10,4,,,
30,17,UVblock,B,1,1,1,dup,,
30,17,UVblock,B,2,2,3,dup,,
30,17,UVblock,B,3,3,4,,,
30,17,UVblock,B,4,4,2,dup,sterile,
30,17,UVblock,B,5,5,3,,,
30,17,UVblock,B,6,6,3,,,
30,17,UVblock,B,7,7,2,dup,sterile,
30,17,UVblock,B,8,8,1,dup,,
30,17,UVblock,B,9,9,1,dup,,
30,17,UVblock,B,10,10,4,,,
30,18,UVpass,F,1,1,4,,,
30,18,UVpass,F,2,2,2,dup,,
30,18,UVpass,F,3,3,1,dup,,
30,18,UVpass,F,4,4,4,,,
30,18,UVpass,F,5,5,2,dup,,
30,18,UVpass,F,6,6,3,dup,sterile,
30,18,UVpass,F,7,7,4,,,
30,18,UVpass,F,8,8,2,dup,,
30,18,UVpass,F,9,9,3,dup,sterile,
30,18,UVpass,F,10,10,4,,,
30,18,UVpass,B,1,1,3,,,
30,18,UVpass,B,2,2,1,dup,,
30,18,UVpass,B,3,3,3,dup,,
30,18,UVpass,B,4,4,2,,,
30,18,UVpass,B,5,5,2,dup,,
30,18,UVpass,B,6,6,1,dup,sterile,
30,18,UVpass,B,7,7,4,,,
30,18,UVpass,B,8,8,2,dup,,
30,18,UVpass,B,9,9,1,dup,sterile,
30,18,UVpass,B,10,10,3,,,
30,19,No Shelter,F,1,1,4,,,
30,19,No Shelter,F,2,2,5,,,
30,19,No Shelter,F,3,3,2,dup,sterile,
30,19,No Shelter,F,4,4,4,,,
30,19,No Shelter,F,5,5,3,dup,sterile,
30,19,No Shelter,F,6,6,5,,,
30,19,No Shelter,F,7,7,3,dup,,
30,19,No Shelter,F,8,8,3,dup,,
30,19,No Shelter,F,9,9,4,dup,,
30,19,No Shelter,F,10,10,4,dup,,
30,19,No Shelter,B,1,1,4,,,
30,19,No Shelter,B,2,2,3,,,
30,19,No Shelter,B,3,3,3,dup,sterile,
30,19,No Shelter,B,4,4,3,,,
30,19,No Shelter,B,5,5,2,dup,sterile,
30,19,No Shelter,B,6,6,3,,,
30,19,No Shelter,B,7,7,3,dup,,
30,19,No Shelter,B,8,8,3,dup,,
30,19,No Shelter,B,9,9,1,dup,,
30,19,No Shelter,B,10,10,2,dup,,
30,20,UVpass,F,1,1,3,dup,,
30,20,UVpass,F,2,2,4,,,
30,20,UVpass,F,3,3,3,dup,sterile,
30,20,UVpass,F,4,4,4,,,
30,20,UVpass,F,5,5,4,dup,sterile,
30,20,UVpass,F,6,6,5,,,
30,20,UVpass,F,7,7,3,dup,,
30,20,UVpass,F,8,8,5,,,
30,20,UVpass,F,9,9,3,dup,,
30,20,UVpass,F,10,10,2,dup,,
30,20,UVpass,B,1,1,2,dup,,
30,20,UVpass,B,2,2,3,,,
30,20,UVpass,B,3,3,1,dup,sterile,
30,20,UVpass,B,4,4,3,,,
30,20,UVpass,B,5,5,1,dup,sterile,
30,20,UVpass,B,6,6,3,,,
30,20,UVpass,B,7,7,2,dup,,
30,20,UVpass,B,8,8,3,,,
30,20,UVpass,B,9,9,2,dup,,
30,20,UVpass,B,10,10,2,dup,,
30,21,Shade,F,1,1,3,dup,,
30,21,Shade,F,2,2,2,dup,sterile,
30,21,Shade,F,3,3,4,,,
30,21,Shade,F,4,4,2,dup,sterile,
30,21,Shade,F,5,5,2,dup,,
30,21,Shade,F,6,6,3,dup,,
30,21,Shade,F,7,7,2,dup,,
30,21,Shade,F,8,8,3,,,
30,21,Shade,F,9,9,4,,,
30,21,Shade,F,10,10,4,,,
30,21,Shade,B,1,1,2,dup,,
30,21,Shade,B,2,2,1,dup,sterile,
30,21,Shade,B,3,3,3,,,
30,21,Shade,B,4,4,2,dup,sterile,
30,21,Shade,B,5,5,1,dup,,
30,21,Shade,B,6,6,3,dup,,
30,21,Shade,B,7,7,3,dup,,
30,21,Shade,B,8,8,3,,,
30,21,Shade,B,9,9,3,,,
30,21,Shade,B,10,10,3,,,
30,22,No Shelter,F,1,1,4,dup,,
30,22,No Shelter,F,2,2,3,dup,sterile,
30,22,No Shelter,F,3,3,5,,,
30,22,No Shelter,F,4,4,5,,,
30,22,No Shelter,F,5,5,4,,,
30,22,No Shelter,F,6,6,4,,,
30,22,No Shelter,F,7,7,3,dup,,
30,22,No Shelter,F,8,8,2,dup,sterile,
30,22,No Shelter,F,9,9,3,dup,,
30,22,No Shelter,F,10,10,3,dup,,
30,22,No Shelter,B,1,1,2,dup,,
30,22,No Shelter,B,2,2,2,dup,sterile,
30,22,No Shelter,B,3,3,4,,,
30,22,No Shelter,B,4,4,3,,,
30,22,No Shelter,B,5,5,3,,,
30,22,No Shelter,B,6,6,5,,,
30,22,No Shelter,B,7,7,3,dup,,
30,22,No Shelter,B,8,8,1,dup,sterile,
30,22,No Shelter,B,9,9,3,dup,,
30,22,No Shelter,B,10,10,3,dup,,
30,23,UVpass,F,1,1,3,dup,,
30,23,UVpass,F,2,2,5,,,
30,23,UVpass,F,3,3,4,,,
30,23,UVpass,F,4,4,3,dup,,
30,23,UVpass,F,5,5,3,dup,,
30,23,UVpass,F,6,6,1,dup,,
30,23,UVpass,F,7,7,3,dup,sterile,
30,23,UVpass,F,8,8,3,dup,sterile,
30,23,UVpass,F,9,9,3,,,
30,23,UVpass,F,10,10,5,,,
30,23,UVpass,B,1,1,3,dup,,
30,23,UVpass,B,2,2,4,,,
30,23,UVpass,B,3,3,3,,,
30,23,UVpass,B,4,4,3,dup,,
30,23,UVpass,B,5,5,2,dup,,
30,23,UVpass,B,6,6,2,dup,,
30,23,UVpass,B,7,7,2,dup,sterile,
30,23,UVpass,B,8,8,2,dup,sterile,
30,23,UVpass,B,9,9,4,,,
30,23,UVpass,B,10,10,3,,,
30,24,UVblock,F,1,1,4,,,
30,24,UVblock,F,2,2,3,dup,,
30,24,UVblock,F,3,3,4,,,
30,24,UVblock,F,4,4,2,dup,,
30,24,UVblock,F,5,5,3,dup,,
30,24,UVblock,F,6,6,3,dup,sterile,
30,24,UVblock,F,7,7,2,dup,,
30,24,UVblock,F,8,8,4,,,
30,24,UVblock,F,9,9,3,dup,sterile,
30,24,UVblock,F,10,10,4,,,
30,24,UVblock,B,1,1,4,,,
30,24,UVblock,B,2,2,1,dup,,
30,24,UVblock,B,3,3,4,,,
30,24,UVblock,B,4,4,2,dup,,
30,24,UVblock,B,5,5,1,dup,,
30,24,UVblock,B,6,6,3,dup,sterile,
30,24,UVblock,B,7,7,2,dup,,
30,24,UVblock,B,8,8,3,,,
30,24,UVblock,B,9,9,2,dup,sterile,
30,24,UVblock,B,10,10,3,,,
36,1,No Shelter,F,1,1,4,dup,,
36,1,No Shelter,F,2,2,5,,,
36,1,No Shelter,F,3,4,4,dup,,
36,1,No Shelter,F,4,5,3,dup,sterile,
36,1,No Shelter,F,5,6,5,,,
36,1,No Shelter,F,6,8,3,dup,sterile,
36,1,No Shelter,F,7,9,4,dup,,
36,1,No Shelter,F,8,10,3,dup,,
36,1,No Shelter,B,1,1,2,dup,,
36,1,No Shelter,B,2,2,4,,,
36,1,No Shelter,B,3,4,2,dup,,
36,1,No Shelter,B,4,5,2,dup,sterile,
36,1,No Shelter,B,5,6,4,,,
36,1,No Shelter,B,6,8,2,dup,sterile,
36,1,No Shelter,B,7,9,2,dup,,
36,1,No Shelter,B,8,10,3,dup,,
36,2,UVpass,F,1,2,2,dup,,
36,2,UVpass,F,2,3,3,dup,,
36,2,UVpass,F,3,5,4,,,
36,2,UVpass,F,4,6,3,dup,,
36,2,UVpass,F,5,7,3,dup,,
36,2,UVpass,F,6,8,5,,,
36,2,UVpass,F,7,9,4,dup,sterile,
36,2,UVpass,F,8,10,3,dup,sterile,
36,2,UVpass,B,1,2,2,dup,,
36,2,UVpass,B,2,3,3,dup,,
36,2,UVpass,B,3,5,4,,,
36,2,UVpass,B,4,6,3,dup,,
36,2,UVpass,B,5,7,3,dup,,
36,2,UVpass,B,6,8,4,,,
36,2,UVpass,B,7,9,2,dup,sterile,
36,2,UVpass,B,8,10,1,dup,sterile,
36,3,UVblock,F,1,1,4,,,
36,3,UVblock,F,2,2,4,,,
36,3,UVblock,F,3,3,3,dup,sterile,
36,3,UVblock,F,4,4,2,dup,,
36,3,UVblock,F,5,5,3,dup,,
36,3,UVblock,F,6,6,3,dup,sterile,
36,3,UVblock,F,7,7,2,dup,,
36,3,UVblock,F,8,9,3,dup,,
36,3,UVblock,B,1,1,4,,,
36,3,UVblock,B,2,2,4,,,
36,3,UVblock,B,3,3,3,dup,sterile,
36,3,UVblock,B,4,4,2,dup,,
36,3,UVblock,B,5,5,1,dup,,
36,3,UVblock,B,6,6,3,dup,sterile,
36,3,UVblock,B,7,7,2,dup,,
36,3,UVblock,B,8,9,3,dup,,
36,4,Shade,F,1,2,3,dup,,
36,4,Shade,F,2,3,3,dup,,
36,4,Shade,F,3,4,3,dup,sterile,
36,4,Shade,F,4,6,2,dup,,
36,4,Shade,F,5,7,3,,,
36,4,Shade,F,6,8,3,dup,,
36,4,Shade,F,7,9,3,,,
36,4,Shade,F,8,10,2,dup,sterile,
36,4,Shade,B,1,2,3,dup,,
36,4,Shade,B,2,3,3,dup,,
36,4,Shade,B,3,4,3,dup,sterile,
36,4,Shade,B,4,6,2,dup,,
36,4,Shade,B,5,7,4,,,
36,4,Shade,B,6,8,3,dup,,
36,4,Shade,B,7,9,3,,,
36,4,Shade,B,8,10,1,dup,sterile,
36,5,UVblock,F,1,1,3,dup,sterile,
36,5,UVblock,F,2,2,3,dup,,
36,5,UVblock,F,3,3,3,dup,sterile,
36,5,UVblock,F,4,4,3,dup,,
36,5,UVblock,F,5,5,4,,,
36,5,UVblock,F,6,6,2,dup,,
36,5,UVblock,F,7,7,5,,,
36,5,UVblock,F,8,9,3,dup,,
36,5,UVblock,B,1,1,1,dup,sterile,
36,5,UVblock,B,2,2,2,dup,,
36,5,UVblock,B,3,3,3,dup,sterile,
36,5,UVblock,B,4,4,3,dup,,
36,5,UVblock,B,5,5,4,,,
36,5,UVblock,B,6,6,2,dup,,
36,5,UVblock,B,7,7,3,,,
36,5,UVblock,B,8,9,3,dup,,
36,6,UVblock,F,1,2,3,dup,sterile,
36,6,UVblock,F,2,3,3,dup,,
36,6,UVblock,F,3,4,3,dup,,
36,6,UVblock,F,4,5,4,,,
36,6,UVblock,F,5,6,3,dup,,
36,6,UVblock,F,6,7,3,dup,sterile,
36,6,UVblock,F,7,8,4,,,
36,6,UVblock,F,8,10,3,dup,,
36,6,UVblock,B,1,2,2,dup,sterile,
36,6,UVblock,B,2,3,2,dup,,
36,6,UVblock,B,3,4,3,dup,,
36,6,UVblock,B,4,5,3,,,
36,6,UVblock,B,5,6,2,dup,,
36,6,UVblock,B,6,7,1,dup,sterile,
36,6,UVblock,B,7,8,4,,,
36,6,UVblock,B,8,10,2,dup,,
36,7,No Shelter,F,1,1,3,dup,sterile,
36,7,No Shelter,F,2,2,2,dup,,
36,7,No Shelter,F,3,3,4,dup,,
36,7,No Shelter,F,4,4,4,dup,,
36,7,No Shelter,F,5,5,3,dup,,
36,7,No Shelter,F,6,8,3,dup,sterile,
36,7,No Shelter,F,7,9,5,,,
36,7,No Shelter,F,8,10,5,,,
36,7,No Shelter,B,1,1,2,dup,sterile,
36,7,No Shelter,B,2,2,3,dup,,
36,7,No Shelter,B,3,3,3,dup,,
36,7,No Shelter,B,4,4,2,dup,,
36,7,No Shelter,B,5,5,3,dup,,
36,7,No Shelter,B,6,8,2,dup,sterile,
36,7,No Shelter,B,7,9,4,,,
36,7,No Shelter,B,8,10,3,,,
36,8,Shade,F,1,1,4,,,
36,8,Shade,F,2,2,3,dup,sterile,
36,8,Shade,F,3,3,2,dup,,
36,8,Shade,F,4,4,3,dup,,
36,8,Shade,F,5,6,4,dup,sterile,
36,8,Shade,F,6,7,4,,,
36,8,Shade,F,7,8,3,dup,,
36,8,Shade,F,8,10,3,dup,,
36,8,Shade,B,1,1,4,,,
36,8,Shade,B,2,2,3,dup,sterile,
36,8,Shade,B,3,3,1,dup,,
36,8,Shade,B,4,4,3,dup,,
36,8,Shade,B,5,6,2,dup,sterile,
36,8,Shade,B,6,7,3,,,
36,8,Shade,B,7,8,3,dup,,
36,8,Shade,B,8,10,3,dup,,
36,9,UVpass,F,1,1,2,dup,sterile,
36,9,UVpass,F,2,2,3,dup,,
36,9,UVpass,F,3,3,4,,,
36,9,UVpass,F,4,5,3,dup,,
36,9,UVpass,F,5,7,2,dup,,
36,9,UVpass,F,6,8,3,dup,,
36,9,UVpass,F,7,9,5,,,
36,9,UVpass,F,8,10,3,dup,sterile,
36,9,UVpass,B,1,1,3,dup,sterile,
36,9,UVpass,B,2,2,3,dup,,
36,9,UVpass,B,3,3,4,,,
36,9,UVpass,B,4,5,3,dup,,
36,9,UVpass,B,5,7,1,dup,,
36,9,UVpass,B,6,8,2,dup,,
36,9,UVpass,B,7,9,3,,,
36,9,UVpass,B,8,10,3,dup,sterile,
36,10,Shade,F,1,1,2,dup,sterile,
36,10,Shade,F,2,3,4,,,
36,10,Shade,F,3,4,2,dup,,
36,10,Shade,F,4,5,4,,,
36,10,Shade,F,5,6,3,dup,,
36,10,Shade,F,6,7,2,dup,,
36,10,Shade,F,7,9,3,dup,sterile,
36,10,Shade,F,8,10,3,dup,,
36,10,Shade,B,1,1,3,dup,sterile,
36,10,Shade,B,2,3,3,,,
36,10,Shade,B,3,4,3,dup,,
36,10,Shade,B,4,5,4,,,
36,10,Shade,B,5,6,3,dup,,
36,10,Shade,B,6,7,3,dup,,
36,10,Shade,B,7,9,3,dup,sterile,
36,10,Shade,B,8,10,3,dup,,
36,11,UVpass,F,1,1,3,dup,,
36,11,UVpass,F,2,2,3,dup,,
36,11,UVpass,F,3,3,3,dup,,
36,11,UVpass,F,4,4,3,dup,sterile,
36,11,UVpass,F,5,5,5,,,
36,11,UVpass,F,6,6,5,,,
36,11,UVpass,F,7,9,3,dup,,
36,11,UVpass,F,8,10,4,dup,sterile,
36,11,UVpass,B,1,1,2,dup,,
36,11,UVpass,B,2,2,3,dup,,
36,11,UVpass,B,3,3,2,dup,,
36,11,UVpass,B,4,4,3,dup,sterile,
36,11,UVpass,B,5,5,4,,,
36,11,UVpass,B,6,6,3,,,
36,11,UVpass,B,7,9,2,dup,,
36,11,UVpass,B,8,10,3,dup,sterile,
36,12,Shade,F,1,1,5,,,
36,12,Shade,F,2,3,3,dup,,
36,12,Shade,F,3,5,3,dup,,
36,12,Shade,F,4,6,4,,,
36,12,Shade,F,5,7,2,dup,sterile,
36,12,Shade,F,6,8,3,dup,,
36,12,Shade,F,7,9,2,dup,,
36,12,Shade,F,8,10,3,dup,sterile,
36,12,Shade,B,1,1,4,,,
36,12,Shade,B,2,3,3,dup,,
36,12,Shade,B,3,5,3,dup,,
36,12,Shade,B,4,6,3,,,
36,12,Shade,B,5,7,1,dup,sterile,
36,12,Shade,B,6,8,3,dup,,
36,12,Shade,B,7,9,2,dup,,
36,12,Shade,B,8,10,1,dup,sterile,
36,13,No Shelter,F,1,1,3,dup,,
36,13,No Shelter,F,2,2,3,dup,sterile,
36,13,No Shelter,F,3,3,3,dup,,
36,13,No Shelter,F,4,4,5,,,
36,13,No Shelter,F,5,6,3,dup,,
36,13,No Shelter,F,6,7,4,dup,,
36,13,No Shelter,F,7,8,4,dup,sterile,
36,13,No Shelter,F,8,10,4,,,
36,13,No Shelter,B,1,1,3,dup,,
36,13,No Shelter,B,2,2,2,dup,sterile,
36,13,No Shelter,B,3,3,3,dup,,
36,13,No Shelter,B,4,4,3,,,
36,13,No Shelter,B,5,6,3,dup,,
36,13,No Shelter,B,6,7,3,dup,,
36,13,No Shelter,B,7,8,3,dup,sterile,
36,13,No Shelter,B,8,10,3,,,
36,14,UVblock,F,1,1,3,dup,,
36,14,UVblock,F,2,2,3,dup,,
36,14,UVblock,F,3,3,3,dup,sterile,
36,14,UVblock,F,4,4,4,,,
36,14,UVblock,F,5,5,1,dup,,
36,14,UVblock,F,6,6,3,,,
36,14,UVblock,F,7,7,3,dup,sterile,
36,14,UVblock,F,8,8,3,dup,,
36,14,UVblock,B,1,1,2,dup,,
36,14,UVblock,B,2,2,3,dup,,
36,14,UVblock,B,3,3,3,dup,sterile,
36,14,UVblock,B,4,4,3,,,
36,14,UVblock,B,5,5,3,dup,,
36,14,UVblock,B,6,6,3,,,
36,14,UVblock,B,7,7,3,dup,sterile,
36,14,UVblock,B,8,8,2,dup,,
36,15,No Shelter,F,1,2,5,,,
36,15,No Shelter,F,2,3,4,dup,,
36,15,No Shelter,F,3,4,3,,,
36,15,No Shelter,F,4,5,4,dup,sterile,
36,15,No Shelter,F,5,6,3,dup,,
36,15,No Shelter,F,6,8,3,dup,,
36,15,No Shelter,F,7,9,3,dup,sterile,
36,15,No Shelter,F,8,10,3,dup,,
36,15,No Shelter,B,1,2,3,,,
36,15,No Shelter,B,2,3,4,dup,,
36,15,No Shelter,B,3,4,4,,,
36,15,No Shelter,B,4,5,2,dup,sterile,
36,15,No Shelter,B,5,6,4,dup,,
36,15,No Shelter,B,6,8,1,dup,,
36,15,No Shelter,B,7,9,3,dup,sterile,
36,15,No Shelter,B,8,10,3,dup,,
36,16,Shade,F,1,1,4,dup,sterile,
36,16,Shade,F,2,4,3,dup,sterile,
36,16,Shade,F,3,5,4,,,
36,16,Shade,F,4,6,3,dup,,
36,16,Shade,F,5,7,4,,,
36,16,Shade,F,6,8,3,dup,,
36,16,Shade,F,7,9,4,dup,,
36,16,Shade,F,8,10,3,dup,,
36,16,Shade,B,1,1,3,dup,sterile,
36,16,Shade,B,2,4,2,dup,sterile,
36,16,Shade,B,3,5,3,,,
36,16,Shade,B,4,6,2,dup,,
36,16,Shade,B,5,7,3,,,
36,16,Shade,B,6,8,1,dup,,
36,16,Shade,B,7,9,2,dup,,
36,16,Shade,B,8,10,2,dup,,
36,17,UVblock,F,1,1,3,dup,,
36,17,UVblock,F,2,2,3,dup,,
36,17,UVblock,F,3,4,3,dup,sterile,
36,17,UVblock,F,4,6,4,,,
36,17,UVblock,F,5,7,3,dup,sterile,
36,17,UVblock,F,6,8,3,dup,,
36,17,UVblock,F,7,9,2,dup,,
36,17,UVblock,F,8,10,4,,,
36,17,UVblock,B,1,1,3,dup,,
36,17,UVblock,B,2,2,3,dup,,
36,17,UVblock,B,3,4,2,dup,sterile,
36,17,UVblock,B,4,6,3,,,
36,17,UVblock,B,5,7,2,dup,sterile,
36,17,UVblock,B,6,8,2,dup,,
36,17,UVblock,B,7,9,1,dup,,
36,17,UVblock,B,8,10,4,,,
36,18,UVpass,F,1,1,4,,,
36,18,UVpass,F,2,2,2,dup,,
36,18,UVpass,F,3,3,3,dup,,
36,18,UVpass,F,4,5,3,dup,,
36,18,UVpass,F,5,6,3,dup,sterile,
36,18,UVpass,F,6,8,3,dup,,
36,18,UVpass,F,7,9,3,dup,sterile,
36,18,UVpass,F,8,10,4,,,
36,18,UVpass,B,1,1,3,,,
36,18,UVpass,B,2,2,2,dup,,
36,18,UVpass,B,3,3,2,dup,,
36,18,UVpass,B,4,5,2,dup,,
36,18,UVpass,B,5,6,1,dup,sterile,
36,18,UVpass,B,6,8,3,dup,,
36,18,UVpass,B,7,9,2,dup,sterile,
36,18,UVpass,B,8,10,3,,,
36,19,No Shelter,F,1,1,3,,,
36,19,No Shelter,F,2,3,3,dup,sterile,
36,19,No Shelter,F,3,4,3,,,
36,19,No Shelter,F,4,5,3,dup,sterile,
36,19,No Shelter,F,5,7,3,dup,,
36,19,No Shelter,F,6,8,3,dup,,
36,19,No Shelter,F,7,9,4,dup,,
36,19,No Shelter,F,8,10,4,dup,,
36,19,No Shelter,B,1,1,5,,,
36,19,No Shelter,B,2,3,3,dup,sterile,
36,19,No Shelter,B,3,4,3,,,
36,19,No Shelter,B,4,5,2,dup,sterile,
36,19,No Shelter,B,5,7,3,dup,,
36,19,No Shelter,B,6,8,3,dup,,
36,19,No Shelter,B,7,9,2,dup,,
36,19,No Shelter,B,8,10,2,dup,,
36,20,UVpass,F,1,1,3,dup,,
36,20,UVpass,F,2,2,5,,,
36,20,UVpass,F,3,3,3,dup,sterile,
36,20,UVpass,F,4,5,4,dup,sterile,
36,20,UVpass,F,5,7,3,dup,,
36,20,UVpass,F,6,8,5,,,
36,20,UVpass,F,7,9,3,dup,,
36,20,UVpass,F,8,10,2,dup,,
36,20,UVpass,B,1,1,2,dup,,
36,20,UVpass,B,2,2,3,,,
36,20,UVpass,B,3,3,1,dup,sterile,
36,20,UVpass,B,4,5,3,dup,sterile,
36,20,UVpass,B,5,7,2,dup,,
36,20,UVpass,B,6,8,3,,,
36,20,UVpass,B,7,9,2,dup,,
36,20,UVpass,B,8,10,2,dup,,
36,21,Shade,F,1,1,3,dup,,
36,21,Shade,F,2,2,3,dup,sterile,
36,21,Shade,F,3,3,4,,,
36,21,Shade,F,4,4,3,dup,sterile,
36,21,Shade,F,5,5,3,dup,,
36,21,Shade,F,6,6,3,dup,,
36,21,Shade,F,7,7,3,dup,,
36,21,Shade,F,8,10,4,,,
36,21,Shade,B,1,1,2,dup,,
36,21,Shade,B,2,2,3,dup,sterile,
36,21,Shade,B,3,3,3,,,
36,21,Shade,B,4,4,3,dup,sterile,
36,21,Shade,B,5,5,1,dup,,
36,21,Shade,B,6,6,2,dup,,
36,21,Shade,B,7,7,2,dup,,
36,21,Shade,B,8,10,3,,,
36,22,No Shelter,F,1,1,4,dup,,
36,22,No Shelter,F,2,2,4,dup,sterile,
36,22,No Shelter,F,3,5,4,,,
36,22,No Shelter,F,4,6,5,,,
36,22,No Shelter,F,5,7,3,dup,,
36,22,No Shelter,F,6,8,3,dup,sterile,
36,22,No Shelter,F,7,9,4,dup,,
36,22,No Shelter,F,8,10,4,dup,,
36,22,No Shelter,B,1,1,2,dup,,
36,22,No Shelter,B,2,2,2,dup,sterile,
36,22,No Shelter,B,3,5,3,,,
36,22,No Shelter,B,4,6,4,,,
36,22,No Shelter,B,5,7,3,dup,,
36,22,No Shelter,B,6,8,2,dup,sterile,
36,22,No Shelter,B,7,9,3,dup,,
36,22,No Shelter,B,8,10,3,dup,,
36,23,UVpass,F,1,1,3,dup,,
36,23,UVpass,F,2,3,4,,,
36,23,UVpass,F,3,4,3,dup,,
36,23,UVpass,F,4,5,3,dup,,
36,23,UVpass,F,5,6,2,dup,,
36,23,UVpass,F,6,7,3,dup,sterile,
36,23,UVpass,F,7,8,4,dup,sterile,
36,23,UVpass,F,8,9,4,,,
36,23,UVpass,B,1,1,3,dup,,
36,23,UVpass,B,2,3,4,,,
36,23,UVpass,B,3,4,3,dup,,
36,23,UVpass,B,4,5,3,dup,,still pretty yellow but with large cracks
36,23,UVpass,B,5,6,3,dup,,
36,23,UVpass,B,6,7,1,dup,sterile,
36,23,UVpass,B,7,8,2,dup,sterile,
36,23,UVpass,B,8,9,3,,,
36,24,UVblock,F,1,2,3,dup,,
36,24,UVblock,F,2,4,3,dup,,
36,24,UVblock,F,3,5,3,dup,,
36,24,UVblock,F,4,6,3,dup,sterile,
36,24,UVblock,F,5,7,3,dup,,
36,24,UVblock,F,6,8,4,,,
36,24,UVblock,F,7,9,3,dup,sterile,
36,24,UVblock,F,8,10,4,,,
36,24,UVblock,B,1,2,3,dup,,
36,24,UVblock,B,2,4,1,dup,,
36,24,UVblock,B,3,5,2,dup,,
36,24,UVblock,B,4,6,3,dup,sterile,
36,24,UVblock,B,5,7,3,dup,,
36,24,UVblock,B,6,8,3,,,
36,24,UVblock,B,7,9,3,dup,sterile,
36,24,UVblock,B,8,10,3,,,